Account,Date From,Date To,Bag Count,Vendor Name,City,State,Zip code
841,2016-12-01,2017-02-28,3217,"Pier 1 Imports (U.S.), Inc",,TX,76102
349,2017-02-01,2017-02-28,587,Bethesda Sunoco,Bethesda,MD,20814
18,2016-08-01,2016-08-31,994,"South Moon Sales, Inc.",,MD,21401
1194,2017-02-01,2017-02-28,24739,Great Wall Supermarket of Germantown Inc,Germantown,MD,20876
290,2017-02-01,2017-02-28,2122,laotao,Gaithersburg,MD,20878
96,2017-01-29,2017-02-25,136321,Shopper's Food Warehouse,,MN,55344
1073,2017-02-01,2017-02-28,553,PARK AND PARK NORTHGATE LLC,Silver Spring,MD,20906
76,2017-02-01,2017-02-28,58,Luna,,NC,28134
796,2017-02-01,2017-02-28,2421,BUY BUY BABY INC,,NJ,7083
291,2017-02-01,2017-02-28,1071,"Guest Services, Inc.",,VA,22031
19,2017-01-30,2017-02-26,3812,PetSmart Inc,,AZ,85027
1330,2017-02-01,2017-02-28,753,121 FOOD & SERVICE INC,Rockville,MD,20853
830,2017-02-01,2017-02-28,169,"BROWN GROUP RETAIL, INC",,MO,63166
1320,2016-03-26,2016-03-31,89,Status Smoke LLC,Gaithersburg,MD,20877
18,2016-10-01,2016-10-31,933,"South Moon Sales, Inc.",,MD,21401
1437,2017-02-01,2017-02-28,315,L & M FOOTWEAR,,CA,90040
770,2017-02-01,2017-02-28,55,DIAMOND DRUGS INC,Gaithersburg,MD,20877
77,2017-02-01,2017-02-28,29,"Vitamin World, Inc",,NY,11779
1320,2016-10-01,2016-10-31,834,Status Smoke LLC,Gaithersburg,MD,20877
1100,2017-02-01,2017-02-28,325,Patron Enterprises LLC,Silver Spring,MD,20904
438,2017-02-01,2017-02-28,4598,GALIZ CORPORATION,Gaithersburg,MD,20877
478,2017-02-01,2017-02-28,747,la brasa rotisserie,Rockville,MD,20852
764,2017-02-01,2017-02-28,11589,BED BATH AND  BEYOND INC,,NJ,7083
502,2017-02-01,2017-02-28,1117,Jacob's Mirae Inc,Silver Spring,MD,20901
388,2017-02-01,2017-02-28,2527,Sanaie Corporation,Olney,MD,20832
96,2017-01-01,2017-01-28,139986,Shopper's Food Warehouse,,MN,55344
1260,2016-04-01,2016-06-30,950,PHO HUNG AND GRILL LLC,Silver Spring,MD,20904
1098,2017-02-01,2017-02-28,936,Genesco Inc.,,TN,37217
925,2017-02-01,2017-02-28,340,Cork 57 Inc.,Bethesda,MD,20814
595,2017-02-01,2017-02-28,1912,"RRC Enterprises, Inc.",Germantown,MD,20874
18,2016-06-01,2016-06-30,1546,"South Moon Sales, Inc.",,MD,21401
96,2012-04-22,2012-05-19,132434,Shopper's Food Warehouse,,MN,55344
710,2017-01-01,2017-02-28,5525,L & Y Food Inc,Silver Spring,MD,20906
526,2017-02-01,2017-02-28,3002,"GALLARDO REYES, INC.",Gaithersburg,MD,20877
1325,2017-02-01,2017-02-28,2805,"Fish Taco of Bethesda, Inc",Bethesda,MD,20814
1441,2017-02-01,2017-02-28,108,Ejra Inc,Silver Spring,MD,20901
655,2016-07-01,2017-02-28,5873,"Banner of Kentlands, Inc",Gaithersburg,MD,20877
517,2017-02-01,2017-02-28,1915,BSBB LTD,Silver Spring,MD,20901
223,2017-02-01,2017-02-28,8138,Sears Roebuck & Co,,IL,60179
1404,2017-01-01,2017-03-22,1987,"md international, inc",Rockville,MD,20852
1101,2017-01-29,2017-02-25,31240,"Wegmans Food Markets, Inc.",,NY,14603
460,2017-02-01,2017-02-28,319,Wow Grill Inc,Gaithersburg,MD,20877
865,2017-02-01,2017-02-28,34604,Great Wall Supermarket of MD Inc,Rockville,MD,20850
435,2017-02-01,2017-02-28,75,"DALISSON,LLC",Silver Spring,MD,20910
1201,2017-02-01,2017-02-28,336,Bong & Kwon Inc,Silver Spring,MD,20904
219,2017-02-01,2017-02-28,11333,"Shalom Strictly Kosher Meats, Inc.",Silver Spring,MD,20902
1327,2017-02-01,2017-02-28,32,"DMD CONN - 10625, LLC",Kensington,MD,20895
96,2013-02-24,2013-03-23,181039,Shopper's Food Warehouse,,MN,55344
1260,2016-10-01,2016-12-31,1050,PHO HUNG AND GRILL LLC,Silver Spring,MD,20904
1142,2017-02-01,2017-02-28,70,"Luju, Inc.",Silver Spring,MD,20910
249,2017-01-29,2017-03-25,203,"Madewell, Inc.",,NY,10003
253,2017-02-01,2017-02-28,11776,PANDA EXPRESS,,CA,91770
1456,2017-02-01,2017-02-28,3067,Dollar Express Stores LLC,,NC,28227
1234,2017-02-01,2017-02-28,2083,"Monument Restaurants VII, LLC",,VA,23220
1319,2017-02-01,2017-02-28,27,"Twinbrook Gas Station, LLC",Rockville,MD,20852
96,2015-08-30,2015-09-26,149383,Shopper's Food Warehouse,,MN,55344
520,2016-09-01,2017-02-28,3245,AB AND SONS CORPORATION,Rockville,MD,20852
1263,2017-02-01,2017-02-28,130,RYANALEX INC,Silver Spring,MD,20910
1029,2017-02-01,2017-02-28,2211,"Boolteena, Inc.",Silver Spring,MD,20902
417,2017-02-01,2017-02-28,3780,ASADO MD,Rockville,MD,20852
18,2016-05-01,2016-05-31,1451,"South Moon Sales, Inc.",,MD,21401
202,2017-02-01,2017-02-28,571,Jill Acquisition LLC,,MA,2169
51,2017-01-23,2017-02-26,60174,"HAR WHEATON, INC.",Silver Spring,MD,20902
519,2017-01-29,2017-02-28,34798,Balducci's Maryland LLC,,NJ,7054
525,2017-02-01,2017-02-28,435,CHAPALA RESTAURANT,Burtonsville,MD,20866
1320,2016-05-01,2016-05-31,724,Status Smoke LLC,Gaithersburg,MD,20877
331,2017-02-01,2017-02-28,3122,VIE DE FRANCE YAMAZAKI. INC,,VA,22182
660,2017-02-01,2017-02-28,310,"ABI II, INC.",Gaithersburg,MD,20879
455,2016-10-01,2016-12-31,6352,Zen Asian Grill & Sushi,Burtonsville,MD,20866
1125,2017-02-01,2017-02-28,3321,Rals Subway Metro Inc,,MD,20170
530,2017-02-01,2017-02-28,1255,LA CASITA PARTNERS CORPORATION,Germantown,MD,20874
222,2017-02-01,2017-02-28,78,"Moon, Soon Sil",Bethesda,MD,20814
1297,2017-02-01,2017-02-28,2537,MOBY DICK VIII,Germantown,MD,20874
96,2012-06-17,2012-07-14,146335,Shopper's Food Warehouse,,MN,55344
710,2016-08-01,2016-12-31,14593,L & Y Food Inc,Silver Spring,MD,20906
576,2017-02-01,2017-02-28,1694,"Lerner New York, Inc",,NY,10001
427,2017-02-01,2017-03-31,26,"Tropicanas Restaurant, Inc",Takoma Park,MD,20912
396,2017-02-01,2017-02-28,26454,"Green Castle International, Inc.",Silver Spring,MD,20901
1318,2017-02-01,2017-02-28,9,Salt House Corp.,Silver Spring,MD,20906
1254,2017-01-01,2017-02-28,3111,"B2B2, Inc.",Rockville,MD,20852
204,2017-02-01,2017-02-28,5769,Eckerd Corporation,,PA,17319
530,2017-01-01,2017-01-31,1403,LA CASITA PARTNERS CORPORATION,Germantown,MD,20874
96,2016-07-03,2016-07-30,139155,Shopper's Food Warehouse,,MN,55344
33,2017-02-20,2017-03-21,1066,A&H Seafood Market Partners LLC,Bethesda,MD,20814
200,2017-02-01,2017-02-28,16909,"Marshalls of MA, Inc",,MA,1701
1081,2017-02-01,2017-02-28,1043,"WAA - Gaithersburg, LLC",Gaithersburg,MD,20878
1434,2017-02-01,2017-02-28,394,Yankee Candle Company,,MA,1373
1387,2017-02-01,2017-02-28,424,RRK LLC,Gaithersburg,MD,20877
585,2017-01-01,2017-01-31,113,"Guthworks, LLC",Bethesda,MD,20814
236,2017-02-01,2017-02-28,97,The Walking Company,Bethesda,MD,20817
1282,2017-02-01,2017-02-28,1145,"Clothing Emporium, Inc.",,NJ,7663
941,2017-02-01,2017-02-28,215,CHEAM CORPORATION,Germantown,MD,20876
49,2016-12-26,2017-01-22,42428,"H MART GAITHERSBURG, INC.",Gaithersburg,MD,20877
462,2017-02-01,2017-02-28,300,TF L&W Inc,Gaithersburg,MD,20879
321,2017-02-01,2017-02-28,141,MARK'S KITCHEN,Takoma Park,MD,20912
52,2017-02-01,2017-02-28,3831,COUNTRY BOY MARKET,Silver Spring,MD,20902
96,2014-06-29,2014-08-02,208715,Shopper's Food Warehouse,,MN,55344
1129,2017-02-01,2017-02-28,1879,Dick's Sporting Goods Inc,,PA,15108
1386,2017-02-01,2017-02-28,100,Thai Market National Inc,Silver Spring,MD,20910
18,2015-10-01,2015-10-31,1215,"South Moon Sales, Inc.",,MD,21401
18,2012-04-01,2012-04-30,1063,"South Moon Sales, Inc.",,MD,21401
1136,2017-02-01,2017-02-28,1287,Milano's,,MD,21128
150,2017-02-01,2017-02-28,2089,"SODEXO MANAGEMENT, INC.",Gaithersburg,MD,20878
1463,2017-02-01,2017-02-28,11842,"Disney Store USA, LLC",,CA,91105
257,2017-01-29,2017-02-25,135291,"Maryland CVS Pharmacy, L.L.C.",,RI,2895
375,2017-02-01,2017-02-28,141,Pink Palm LLC,Bethesda,MD,20814
18,2015-08-01,2015-08-31,1044,"South Moon Sales, Inc.",,MD,21401
939,2017-02-01,2017-02-28,765,Star Sushi Inc,Gaithersburg,MD,20878
552,2017-02-01,2017-02-28,1575,"Chico's FAS, Inc.",,FL,33966
47,2017-02-01,2017-02-28,1124,LEBANESE TAVERNA CAFE-CONGRESSIONAL INC,Rockville,MD,20852
31,2017-02-20,2017-03-23,450,Pet Valu Inc.,,PA,19087
1264,2017-02-01,2017-02-28,500,FAMILY SHOES INC,Takoma Park,MD,20912
53,2017-02-01,2017-02-28,1155,"WAA Rockville, LLC",Rockville,MD,20850
401,2017-02-01,2017-02-28,1748,CKCE Inc,Rockville,MD,20852
1202,2017-02-01,2017-02-28,799,"Cityburger, Inc.",Chevy Chase,MD,20815
96,2014-02-02,2014-03-01,168885,Shopper's Food Warehouse,,MN,55344
1442,2017-02-01,2017-02-28,33,Modesto Corporation,Silver Spring,MD,20906
1241,2017-02-01,2017-02-28,1694,"Second Mile Hospitality, LLC",Silver Spring,MD,20904
599,2017-02-01,2017-02-28,1012,Cheese & Wine Shoppe,Silver Spring,MD,20902
740,2017-02-01,2017-02-28,3001,cnp holdings inc/7-eleven20096-B,Silver Spring,MD,20906
96,2014-08-03,2014-08-30,160615,Shopper's Food Warehouse,,MN,55344
96,2013-09-29,2013-11-02,189513,Shopper's Food Warehouse,,MN,55344
214,2017-02-01,2017-02-28,17260,Nordstrom Inc.,,WA,98111
57,2017-02-01,2017-02-28,175754,Harris Teeter,,NC,28105
217,2017-01-29,2017-02-25,352,Record Town Inc.,,NY,12203
937,2017-02-01,2017-02-28,213,"Current Boutique, LLC",Bethesda,MD,20814
893,2017-02-01,2017-02-28,448,"MAGNIFIQUE PARFUMES & COSMETICS, INC.",,NY,11713
229,2017-02-01,2017-02-28,3163,"Under Armour Retail of Maryland, LLC",,MD,21230
269,2017-02-01,2017-02-28,615,"Anthropologie, Inc.",,PA,19112
760,2017-02-01,2017-02-28,21772,AFRICAN & CARIBBEAN FOOD CORP,Takoma Park,MD,20912
1417,2017-02-01,2017-02-28,639,La Fonda Inc,Silver Spring,MD,20910
717,2016-10-01,2017-02-28,8739,Los Chorros Restaurant,Silver Spring,MD,20902
96,2016-08-28,2016-10-01,177105,Shopper's Food Warehouse,,MN,55344
60,2017-02-01,2017-02-28,2503,Bradley Food & Beverage Inc,Bethesda,MD,20814
201,2016-12-25,2017-01-28,1552,"Petco Animal Supplies Stores, Inc.",,CA,92121
1265,2017-02-01,2017-02-28,73,Mid-Atlantic Petroleum Downstream Marketing LLC.,Rockville,MD,20850
1320,2016-07-01,2016-07-31,684,Status Smoke LLC,Gaithersburg,MD,20877
473,2017-02-01,2017-02-28,878,Yuan Jiang Brother Inc,Silver Spring,MD,20906
850,2017-02-01,2017-02-28,16,Kensington Pharmacy,Kensington,MD,20895
943,2017-02-01,2017-02-28,1676,"Express Fashion Operations, LLC",,OH,43230
97,2017-02-01,2017-02-28,0,Bethesda Bagels,Bethesda,MD,20814
305,2017-02-01,2017-02-28,1340,Vace Inc,Bethesda,MD,20814
224,2017-01-29,2017-02-25,2939,The Childrens Place Retail Stores Inc,,NJ,7094
301,2017-02-01,2017-02-28,839,"Kielbasa Factory, Inc.",Rockville,MD,20852
627,2017-02-01,2017-02-28,8,"Thompson Tap Room, LLC",,VA,20170
528,2017-01-01,2017-01-31,2930,"LA CASITA, INC.",Silver Spring,MD,20910
1147,2017-02-01,2017-02-28,559,cana beer and wine inc,Germantown,MD,20874
18,2012-07-01,2012-07-31,1337,"South Moon Sales, Inc.",,MD,21401
523,2017-02-01,2017-02-28,54560,"FOR MY CHILDREN, INC.",Gaithersburg,MD,20877
152,2017-02-18,2017-03-18,815,dashen ethiopian grocery,Silver Spring,MD,20901
957,2017-01-01,2017-01-31,2289,Lowe's Home Centers,,NC,28117
96,2014-03-30,2014-04-26,164934,Shopper's Food Warehouse,,MN,55344
443,2017-02-01,2017-02-28,10313,J. C. PENNEY CORPORATION INC,,UT,84101
18,2016-11-01,2016-11-30,955,"South Moon Sales, Inc.",,MD,21401
657,2016-07-01,2017-02-28,6812,"Banners of Milestone, LLC",Gaithersburg,MD,20877
73,2017-02-01,2017-02-28,34509,"Macy's Retail Holdings, Inc.",,OH,45202
1249,2017-02-01,2017-02-28,536373,NAI Saturn Eastern LLC,,ID,83706
206,2017-02-01,2017-02-28,1706,khunya Inc./7-Eleven,Silver Spring,MD,20904
1260,2016-01-01,2016-03-31,1015,PHO HUNG AND GRILL LLC,Silver Spring,MD,20904
1352,2016-11-01,2017-02-28,800,subh laxmi inc,Gaithersburg,MD,20879
1472,2017-02-01,2017-02-28,938,Aero OPCO LLC,,NJ,7071
1320,2016-12-01,2016-12-31,1026,Status Smoke LLC,Gaithersburg,MD,20877
365,2016-09-01,2017-02-28,2291,GENERAL NUTRITION CORPORATION,,PA,15222
479,2017-02-01,2017-02-28,7213,LA MART INC,Silver Spring,MD,20901
96,2014-09-28,2014-11-01,193803,Shopper's Food Warehouse,,MN,55344
434,2017-02-01,2017-02-28,808,"OFFICE DEPOT, INC.",,FL,33496
20,2017-01-29,2017-02-25,1783,"FASHION GALLERY, INC.",,NY,11207
18,2014-11-01,2014-11-30,937,"South Moon Sales, Inc.",,MD,21401
117,2016-02-04,2017-03-02,85,shirin inc,Germantown,MD,20874
96,2016-10-30,2016-12-03,154036,Shopper's Food Warehouse,,MN,55344
18,2013-07-01,2013-07-31,1424,"South Moon Sales, Inc.",,MD,21401
182,2017-02-01,2017-02-28,1689,PHO & GRILL,Gaithersburg,MD,20882
859,2017-02-01,2017-02-28,186,Candy Man LLC,Silver Spring,MD,20902
1060,2016-01-01,2016-12-31,80,"M&M ADVENTURES, LLC DBA MIA'S PIZZA",Bethesda,MD,20814
96,2016-05-01,2016-05-28,144906,Shopper's Food Warehouse,,MN,55344
1058,2017-02-01,2017-02-28,372,RALS KC MD LLC,,VA,20170
83,2017-02-01,2017-03-28,40893,"Home Depot USA.,INC.",,GA,30339
533,2017-02-01,2017-02-28,239,"ABY & ASSOCIATES, LTD",Silver Spring,MD,20901
452,2017-02-01,2017-02-28,622,"Hessed Deli, Inc. (TS Grill)",Silver Spring,MD,20910
1199,2017-01-29,2017-02-25,188,B Lane Inc dbd Fashion to Figure,,NY,10018
252,2017-02-01,2017-02-28,6148,Takoma Park Silver Spring Cooperative Inc.,Takoma Park,MD,20912
18,2012-06-01,2012-06-30,1700,"South Moon Sales, Inc.",,MD,21401
18,2012-08-01,2012-08-31,1054,"South Moon Sales, Inc.",,MD,21401
793,2017-02-01,2017-02-28,186,EL MARINERO CARRY OUT,Takoma Park,MD,20912
96,2016-12-04,2017-01-31,148787,Shopper's Food Warehouse,,MN,55344
96,2013-01-27,2013-02-23,151122,Shopper's Food Warehouse,,MN,55344
694,2017-02-01,2017-02-28,3137,Starbucks Corporation,,WA,98134
1462,2017-02-01,2017-02-28,472,Olivia Macaron,,DC,20016
18,2016-03-01,2016-03-31,724,"South Moon Sales, Inc.",,MD,21401
901,2016-07-01,2016-12-31,187,Sukhmani Inc.,Silver Spring,MD,20904
429,2017-02-01,2017-02-28,8769,Rodmans Discount Food,Silver Spring,MD,20906
96,2012-03-25,2012-04-21,128005,Shopper's Food Warehouse,,MN,55344
248,2017-02-01,2017-02-28,0,"Equinox Bethesda, Inc.",Bethesda,MD,20814
480,2017-02-01,2017-02-28,2601,Saks and Company,,MD,20015
100,2017-02-01,2017-02-28,1760,"Nespresso USA, Inc",,NY,10017
250,2017-02-01,2017-02-28,330,"Advance Stores Company, Incorporated",,VA,24012
18,2015-09-01,2015-09-30,990,"South Moon Sales, Inc.",,MD,21401
51,2016-12-26,2017-01-22,48255,"HAR WHEATON, INC.",Silver Spring,MD,20902
274,2016-02-01,2016-02-28,76,BEAUTY PLAZA,Rockville,MD,20851
442,2017-02-01,2017-02-28,1711,CY Associates Inc,Rockville,MD,20852
199,2017-02-01,2017-02-28,3102,Potomac Conference Corporation of SDA,,VA,24401
1269,2017-02-01,2017-02-28,987,YUE LLC,Takoma Park,MD,20912
1331,2017-02-01,2017-02-28,1195,"SOLIYANA, LLC",Silver Spring,MD,20910
1475,2015-03-01,2017-01-31,9456,Yasaman Bakery Corp,Rockville,MD,20852
345,2017-02-01,2017-02-28,484,"Montgomery Mall Service Center, Inc.",Bethesda,MD,20817
1154,2017-02-01,2017-02-28,1700,Hai Zhou Brother Inc,Germantown,MD,20874
92,2017-02-01,2017-02-28,95,Zoes Maryland LLC,,TX,75024
1129,2017-02-01,2017-02-28,39,Dick's Sporting Goods Inc,,PA,15108
96,2015-09-27,2015-10-31,181052,Shopper's Food Warehouse,,MN,55344
177,2017-02-01,2017-02-28,21,greenapple convenience store inc.,Silver Spring,MD,20904
1110,2014-09-01,2016-12-31,2662,"Dickerson Services, Inc.",Dickerson,MD,20842
589,2017-02-01,2017-02-28,13664,"Kohl's Department Stores, Inc.",,WI,53051
1383,2017-02-01,2017-02-28,2606,Don Pollo of Briggs Chaney Inc,Silver Spring,MD,20906
1059,2017-02-01,2017-02-28,78,KS POTOMAC INC,Rockville,MD,20852
18,2014-03-01,2014-03-31,922,"South Moon Sales, Inc.",,MD,21401
339,2017-02-01,2017-02-28,462,8701 Ram Inc,Silver Spring,MD,20910
1064,2016-03-01,2017-02-28,858,IMAGINATION STAGE,Bethesda,MD,20814
748,2017-02-01,2017-02-28,175,"LAREDO GRILLE, INC",Gaithersburg,MD,20878
18,2013-05-01,2013-06-30,3056,"South Moon Sales, Inc.",,MD,21401
844,2017-02-01,2017-02-28,26,Apotho Drug,Kensington,MD,20895
353,2017-01-01,2017-02-28,876,"CT Potomac, LLC",Rockville,MD,20850
475,2017-02-01,2017-02-28,138,MYC Inc,Silver Spring,MD,20910
18,2015-03-01,2015-03-31,908,"South Moon Sales, Inc.",,MD,21401
134,2017-02-01,2017-03-28,4170,"Victoria's Secret Stores, LLC",,OH,43218
528,2017-02-01,2017-02-28,2763,"LA CASITA, INC.",Silver Spring,MD,20910
110,2017-01-29,2017-02-25,3376,Foot Locker,,NY,10120
1320,2016-09-01,2016-09-30,664,Status Smoke LLC,Gaithersburg,MD,20877
141,2017-02-01,2017-02-28,484,"Williams-Sonoma Stores, Inc.",,CA,94109
1378,2016-09-01,2016-09-30,2392,CS Management,Bethesda,MD,20816
155,2017-02-01,2017-02-28,9410,"HomeGoods, Inc",,MA,1701
258,2017-02-01,2017-02-28,492,Ki and Ko Choi Inc,Germantown,MD,20874
1349,2017-02-01,2017-02-28,1000,Front Porch Micro Winery,,MD,20705
338,2017-02-01,2017-02-28,2928,Taste of Europe,Gaithersburg,MD,20878
93,2017-02-01,2017-02-28,166,SAR WHITE MARSH FOOD INC,,MD,21236
1320,2016-11-01,2016-11-30,884,Status Smoke LLC,Gaithersburg,MD,20877
585,2017-02-01,2017-02-28,124,"Guthworks, LLC",Bethesda,MD,20814
1396,2017-02-01,2017-02-28,337,Dollar store plus,Silver Spring,MD,20902
220,2017-02-01,2017-02-28,689,"H. W. Fletcher, Inc.",Olney,MD,20832
313,2017-02-01,2017-02-28,1088,"Strosniders Hardware of Potomac, Inc.",Potomac,MD,20854
96,2013-12-01,2013-12-28,165398,Shopper's Food Warehouse,,MN,55344
18,2014-05-01,2014-05-31,1214,"South Moon Sales, Inc.",,MD,21401
957,2017-02-01,2017-02-28,3748,Lowe's Home Centers,,NC,28117
297,2017-02-01,2017-02-28,22322,"Germantown Lotte, LLC",Germantown,MD,20874
1453,2017-02-01,2017-02-28,70,"Marbles Holdings, LLC",,IL,60642
1444,2017-02-01,2017-02-28,230,Golden Trade LLC,Chevy Chase,MD,20815
251,2017-02-01,2017-02-28,242569,Whole Foods Market Group Inc,,TX,78703
512,2017-02-01,2017-02-28,4642,"Ulta Salon Cosmetics & Fragrance, Inc.",,IL,60440
585,2016-10-01,2016-10-31,312,"Guthworks, LLC",Bethesda,MD,20814
302,2017-02-01,2017-02-28,5430,DSW SHOE WAREHOUSE INC,,OH,43219
207,2017-02-01,2017-02-28,2126,Yogiraj Corporation,Germantown,MD,20876
298,2017-02-01,2017-03-28,1614,"Gymboree Retail Stores, Inc.",,CA,94105
18,2015-11-01,2015-11-30,1099,"South Moon Sales, Inc.",,MD,21401
1332,2017-02-01,2017-02-28,3419,Don Pollo of Glenmont Inc,Silver Spring,MD,20902
96,2015-11-01,2015-11-28,159409,Shopper's Food Warehouse,,MN,55344
596,2017-02-01,2017-02-28,845,"LONG BRANCH BEER AND WINE, INC.",Silver Spring,MD,20901
23,2017-01-29,2017-02-25,1633,"Rugged Wearhouse, Inc",,WV,26508
18,2015-04-01,2015-04-30,1158,"South Moon Sales, Inc.",,MD,21401
169,2017-01-01,2017-02-28,138,CHINA GOURMET,Kensington,MD,20895
680,2017-02-01,2017-03-28,3,Brian D Summers dba Chick-fil-A at Kentlands Square In-Line,,GA,30349
390,2017-02-01,2017-02-28,2911,Party City - Wheaton,Silver Spring,MD,20902
74,2017-02-01,2017-02-28,2377,"Bloomingdale's, Inc.",,OH,45202
96,2013-06-30,2013-08-03,190838,Shopper's Food Warehouse,,MN,55344
486,2017-02-01,2017-02-28,2268,11-Jul,Montgomery Village,MD,20886
1469,2017-02-01,2017-02-28,10,MAC COSMETICS INC,,NY,11747
96,2013-12-29,2014-02-01,206577,Shopper's Food Warehouse,,MN,55344
854,2017-02-01,2017-02-28,14,THE SHERWIN WILLIAMS COMPANY,,OH,44115
419,2017-02-01,2017-02-28,3300,FLAMAS,Silver Spring,MD,20910
1299,2017-02-01,2017-02-28,421,PETERS GRILL INC,Rockville,MD,20850
280,2017-02-01,2017-02-28,4543,"Toys R Us Delaware, Inc.",,NJ,7470
96,2014-11-30,2014-12-27,164738,Shopper's Food Warehouse,,MN,55344
1473,2017-02-01,2017-02-28,174,CHOP SHOP NEIGHBORHOOD BUTCHERY LLC,Bethesda,MD,20816
336,2017-02-01,2017-02-28,96,Kensington Center LLC,Kensington,MD,20895
698,2014-10-01,2016-12-31,2267,"Guitar Center Stores, Inc.",,CA,91362
575,2017-02-01,2017-02-28,49,"Bluemercury, Inc.",,DC,20007
1469,2012-01-01,2016-12-31,15712,MAC COSMETICS INC,,NY,11747
1378,2016-12-01,2016-12-31,2199,CS Management,Bethesda,MD,20816
1392,2017-02-01,2017-02-28,5479,The Talbots Inc,,MA,2043
96,2013-06-02,2013-06-29,151442,Shopper's Food Warehouse,,MN,55344
1281,2017-02-01,2017-02-28,116,SEVA ENTERPRISES/dba As Kindred Spirits,Rockville,MD,20852
1342,2017-02-01,2017-02-28,266,FAMILY SERVICES INC,Gaithersburg,MD,20877
183,2017-02-01,2017-02-28,1365,PHO & GRILL,Gaithersburg,MD,20882
738,2017-02-25,2017-03-25,219,"cpss, inc t/a 3 star beer and wine",Gaithersburg,MD,20879
582,2017-02-01,2017-02-28,1874,Sterling Inc.,,OH,44333
1320,2016-04-01,2016-04-30,622,Status Smoke LLC,Gaithersburg,MD,20877
1435,2017-02-01,2017-02-28,0,WOODMONT MARKET,Bethesda,MD,20814
196,2017-02-01,2017-02-28,9801,chevy chase supermarket,Chevy Chase,MD,20815
1273,2017-02-01,2017-02-28,5456,UNIVERSAL SUPERMARKET INC,Takoma Park,MD,20912
18,2012-02-29,2012-04-16,1191,"South Moon Sales, Inc.",,MD,21401
266,2017-02-01,2017-02-28,1563,Carter's Retail Inc.,,CT,30326
534,2017-02-01,2017-02-28,2602,Patchara Inc.,Rockville,MD,20850
459,2017-02-01,2017-02-28,400,Ziki LLC,Gaithersburg,MD,20878
1173,2017-02-01,2017-02-28,25,HWANG AND NA INC,Rockville,MD,20850
188,2017-02-01,2017-02-28,72,Sports Zone Inc.,,MD,20705
582,2017-02-01,2017-02-28,1031,Sterling Inc.,,OH,44333
1181,2017-02-01,2017-02-28,1399,"CT Bethesda, LLC",Bethesda,MD,20814
1247,2017-02-01,2017-02-28,3299,JAAT INC,Potomac,MD,20854
163,2017-01-29,2017-02-25,946,AE Outfitters Retail Co.,,PA,15203
15,2017-02-01,2017-03-28,2937,"SHOE SHOW, INC",,NC,28027
798,2017-02-01,2017-02-28,1406,DELIGHT FOODS INC,Olney,MD,20832
412,2016-10-01,2016-12-31,1157,Jinhye Inc,Germantown,MD,20874
96,2013-11-03,2013-11-30,173110,Shopper's Food Warehouse,,MN,55344
121,2017-02-01,2017-02-28,41,"Travel Traders Hotel Stores, Inc",,FL,33126
1476,2017-02-01,2017-02-28,617,QT Tea Cafe LLC,Germantown,MD,20874
96,2013-08-04,2013-08-31,153948,Shopper's Food Warehouse,,MN,55344
1238,2017-02-01,2017-02-28,368,seneca meadows beer and wine,Germantown,MD,20876
96,2012-08-12,2012-09-08,142770,Shopper's Food Warehouse,,MN,55344
1302,2017-02-01,2017-02-28,4903,Moby Dick X Inc,Rockville,MD,20850
18,2013-12-01,2013-12-31,1796,"South Moon Sales, Inc.",,MD,21401
482,2017-02-01,2017-02-28,795,CG & Jade Inc,Silver Spring,MD,20910
1343,2017-02-01,2017-02-28,114,"E&C Mid-Atlantic Ventures, LLC",Germantown,MD,20876
235,2017-02-01,2017-02-28,11851,Gap Inc,,NM,87102
102,2017-02-01,2017-02-28,14118,Walgreen Co.,,IL,60015
776,2017-02-01,2017-02-28,203088,Target Corporation,,MN,55403
25,2017-01-01,2017-02-28,2616,"Springbrook International, Inc.",Silver Spring,MD,20906
1064,2016-03-01,2017-02-28,858,IMAGINATION STAGE,Bethesda,MD,20814
18,2014-06-01,2014-06-30,1261,"South Moon Sales, Inc.",,MD,21401
197,2017-01-29,2017-02-25,61,RED DOOR SALONS INC,,AZ,85034
551,2017-02-01,2017-02-28,18665,Lotte Plaza,Silver Spring,MD,20906
1320,2017-02-01,2017-02-28,820,Status Smoke LLC,Gaithersburg,MD,20877
1450,2017-02-01,2017-02-28,523,Rack Room Shoes #757,,NC,28262
1226,2017-02-01,2017-02-28,594,S & S TRADERS INC,Rockville,MD,20852
566,2017-01-29,2017-02-25,61,"Michael Kors Retail, Inc",,NJ,7073
1216,2017-02-01,2017-02-28,27,Twu Enterprise Inc,Gaithersburg,MD,20877
1381,2017-02-01,2017-02-28,171,Ibhana Creations LLC,Bethesda,MD,20817
381,2017-01-29,2017-02-25,23031,Apogee Retail LLC,,WA,98004
157,2017-02-20,2017-03-19,23922,GLOBAL FOOD INC,Montgomery Village,MD,20886
96,2016-05-29,2016-07-02,177141,Shopper's Food Warehouse,,MN,55344
96,2016-10-02,2016-10-29,142107,Shopper's Food Warehouse,,MN,55344
553,2017-02-01,2017-02-28,548,"White House Black Market, Inc.",,FL,33966
18,2016-09-01,2016-09-30,980,"South Moon Sales, Inc.",,MD,21401
62,2017-02-01,2017-02-28,1263,The Party Company,,VA,20109
175,2017-02-01,2017-02-28,694,"kaziland food, inc.",Gaithersburg,MD,20877
